;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
1317;a;20,75;10.335;u;g;cc;h;0.335;t;t;t;t;g;80.0;50;?;80,20874486821869;57,67320819600724;80000.0;f;good
1318;b;23,92;0.665;u;g;c;v;0.165;c;f;f;f;g;100.0;f;?;88,600603826454;2,947588352605254;100000.0;?;good
1319;a;20,67;1.835;u;g;q;v;2.085;t;t;5;f;g;220.0;2503;?;82,82645262876704;10,680372224790322;220000.0;?;good
1320;a;18,83;9.54;u;g;aa;v;0.085;t;f;f;f;g;100.0;f;?;73,43702356217655;53,26096594732757;100000.0;f;good
1321;b;20,17;8.17;u;g;aa;v;1.96;t;t;14;f;g;60.0;158;?;78,8679544731642;45,297471929958995;60000.0;f;good
1322;b;34,5;4.04;y;p;i;bb;8.5;t;t;7;t;g;195.0;f;?;132,44548701665536;23,475470504025026;195000.0;f;good
1323;b;40,25;21.5;u;g;e;z;20.0;t;t;11;f;g;f;1200;?;155,26403763540088;121,49895592701407;f;f;good
1324;b;48,17;7.625;u;g;w;h;15.5;t;t;12;f;g;f;790;?;179,94609290637268;43,14893988605714;f;?;good
1325;b;22,67;1.585;y;p;w;v;3.085;t;t;6;f;g;80.0;f;?;84,07003104715388;7,7981149737606685;80000.0;f;good
1326;b;32,0;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,43369452352337;9,021971380522729;393000.0;f;good
1327;a;22,58;10.75;u;g;q;v;0.415;t;t;5;t;g;f;560;?;87,34685886543883;59,29976911234428;f;f;good
1328;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,33220278892787;14,672752886586965;204000.0;f;good
1329;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163050222;53,432427615050685;60000.0;f;good
1330;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;?;70,38501832331119;2,7966645202880906;300000.0;f;good
1331;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,96736134823264;25,927602380430223;70000.0;f;good
1332;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,34527961856327;35,66336266708667;200000.0;f;good
1333;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,62330125976897;79,85251742972298;f;f;good
1334;b;40,58;5.0;u;g;c;v;5.0;t;t;7;f;g;f;3065;?;155,20379869751574;27,79798122096722;f;f;good
1335;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,34527961856327;35,66336266708667;200000.0;?;good
1336;a;19,67;0.21;u;g;q;h;0.29;t;t;11;f;g;80.0;99;?;70,19643607917592;1,7568915273666403;80000.0;f;good
1337;a;26,08;8.665;u;g;aa;v;1.415;t;f;f;f;g;160.0;150;?;97,36498224804417;47,08881791690664;160000.0;f;good
1338;a;25,08;2.54;y;p;aa;v;0.25;t;f;f;t;g;370.0;f;?;93,39237155988211;13,425831422375047;370000.0;f;good
1339;a;47,42;3.0;u;g;x;v;13.875;t;t;2;t;g;519.0;1704;?;177,27294921830935;18,64143363426699;519000.0;?;good
1340;b;42,08;1.04;u;g;w;v;5.0;t;t;6;t;g;500.0;10000;?;157,72036146897702;5,314717778393929;500000.0;f;good
1341;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,02293466984457;3,166100946201606;200000.0;f;good
1342;b;27,0;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902875807371;8,317887873620325;260000.0;f;good
1343;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;?;128,20309224156142;2,970301096184344;300000.0;?;good
1344;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,13129798257751;83,4009201363878;f;f;good
1345;a;15,83;0.585;u;g;c;h;1.5;t;t;2;f;g;100.0;f;?;57,05587081517274;3,1374689870344046;100000.0;?;good
1346;a;47,42;3.0;u;g;x;v;13.875;t;t;2;t;g;519.0;1704;?;177,27294921830935;18,64143363426699;519000.0;f;good
1347;b;22,58;10.04;u;g;x;v;0.04;t;t;9;f;g;60.0;396;?;84,95009418254554;57,70398065294522;60000.0;f;good
1348;a;46,67;0.46;u;g;cc;h;0.415;t;t;11;t;g;440.0;6;?;174,3666722840977;2,677512450373975;440000.0;f;good
1349;a;56,5;16.0;u;g;j;ff;f;t;t;15;f;g;f;247;?;215,3822668363256;89,03659908284203;f;f;good
1350;b;32,0;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,43369452352337;9,021971380522729;393000.0;f;good
1351;b;42,08;1.04;u;g;w;v;5.0;t;t;6;t;g;500.0;10000;?;157,72036146897702;5,314717778393929;500000.0;?;good
1352;b;65,42;11.0;u;g;e;z;20.0;t;t;7;t;g;22.0;f;?;243,72695882678926;62,18902212717898;22000.0;f;good
1353;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,83488380304298;56,75879902709019;40000.0;f;good
1354;b;54,33;6.75;u;g;c;h;2.625;t;t;11;t;g;f;284;?;207,43244555915166;39,4085185779398;f;f;good
1355;b;24,33;6.625;y;p;d;v;5.5;t;f;f;t;s;100.0;f;?;94,6690574003098;36,883943794794284;100000.0;f;good
1356;b;41,33;f;u;g;c;bb;15.0;t;f;f;f;g;f;f;?;156,81206522977067;1,2224367942778729;f;f;good
1357;b;33,17;1.04;u;g;r;h;6.5;t;f;f;t;g;164.0;31285;?;124,96967169364886;3,789646828448663;164000.0;?;good
1358;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526269624;3,4409965723577987;491000.0;f;good
1359;a;46,67;0.46;u;g;cc;h;0.415;t;t;11;t;g;440.0;6;?;174,3666722840977;2,677512450373975;440000.0;f;good
1360;b;54,33;6.75;u;g;c;h;2.625;t;t;11;t;g;f;284;?;207,43244555915166;39,4085185779398;f;f;good
1361;b;22,67;1.585;y;p;w;v;3.085;t;t;6;f;g;80.0;f;?;84,07003104715388;7,7981149737606685;80000.0;f;good
1362;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,18935773730952;9,230494089007827;260000.0;f;good
1363;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,07540313104926;15,757152885624487;f;f;good
1364;b;32,0;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,43369452352337;9,021971380522729;393000.0;f;good
1365;a;22,58;10.75;u;g;q;v;0.415;t;t;5;t;g;f;560;?;87,34685886543883;59,29976911234428;f;f;good
1366;b;57,42;8.5;u;g;e;h;7.0;t;t;3;f;g;f;f;?;217,10661787562447;48,22554382928715;f;?;good
1367;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;?;163,52490482152027;26,20066382086824;f;f;good
1368;a;23,5;9.0;u;g;q;v;8.5;t;t;5;t;g;120.0;f;?;87,9698827127618;49,070137367262134;120000.0;f;good
1369;b;26,17;0.25;u;g;i;bb;f;t;f;f;t;g;f;f;?;100,30127094848798;1,6532248110944336;f;f;good
1370;b;67,75;5.5;u;g;e;z;13.0;t;t;t;t;g;f;f;?;256,4968250040341;29,240145239432483;f;f;good
1371;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052457402;55,309304514869574;29000.0;?;good
1372;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,39790409291706;32,246947816722006;399000.0;f;good
1373;b;42,0;0.205;u;g;i;h;5.125;t;f;f;f;g;400.0;f;?;160,30476057408552;1,1462944451017572;400000.0;f;good
1374;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,60322800910814;64,2288561474397;f;f;good
1375;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,71984970629228;0,4530103319215338;?;f;good
1376;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329273524;63,286150252172135;100000.0;f;good
1377;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,73911513700635;12,709254344469436;370000.0;f;good
1378;b;23,33;11.625;y;p;w;v;0.835;t;f;f;t;g;160.0;300;?;89,25088716328372;63,77832786003496;160000.0;f;good
1379;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914677639187;5,452863111328432;333000.0;f;good
1380;b;31,67;16.165;u;g;d;v;3.0;t;t;9;f;g;250.0;730;?;122,61777862926004;89,44064026726925;250000.0;?;good
1381;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,30605465811978;1,4567043474025236;280000.0;f;good
1382;b;20,17;8.17;u;g;aa;v;1.96;t;t;14;f;g;60.0;158;?;78,8679544731642;45,297471929958995;60000.0;f;good
1383;b;19,17;f;y;p;m;bb;f;c;f;f;t;s;500.0;t;?;71,0128454749627;0,2975556363051042;500000.0;f;good
1384;a;22,42;5.665;u;g;q;v;2.585;t;t;7;f;g;129.0;3257;?;85,33086557114885;31,813322126631554;129000.0;f;good
1385;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;?;128,20309224156142;2,970301096184344;300000.0;f;good
1386;b;22,67;10.5;u;g;q;h;1.335;t;f;f;f;g;100.0;f;?;84,54920579976361;58,8737841933655;100000.0;f;good
1387;b;22,67;10.5;u;g;q;h;1.335;t;f;f;f;g;100.0;f;?;84,54920579976361;58,8737841933655;100000.0;f;good
1388;b;24,83;2.75;u;g;c;v;2.25;t;t;6;f;g;?;600;?;91,15015080431874;16,99038149514617;?;f;good
1389;b;43,0;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,07359020219394;1,9783881556636098;100000.0;?;good
1390;a;25,08;2.54;y;p;aa;v;0.25;t;f;f;t;g;370.0;f;?;93,39237155988211;13,425831422375047;370000.0;f;good
1391;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526269624;3,4409965723577987;491000.0;f;good
1392;b;25,08;1.71;u;g;x;v;1.665;t;t;t;t;g;395.0;20;?;91,6043589853218;9,24847486334709;395000.0;f;good
1393;b;21,33;10.5;u;g;c;v;3.0;t;f;f;t;g;f;f;?;82,08646601747917;59,23722355940694;f;f;good
1394;b;29,25;14.79;u;g;aa;v;5.04;t;t;5;t;g;168.0;f;?;111,06355733581307;81,85943363425491;168000.0;f;good
1395;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,73911513700635;12,709254344469436;370000.0;f;good
1396;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,71282893055113;5,502009139465553;431000.0;f;good
1397;b;32,83;2.5;u;g;cc;h;2.75;t;t;6;f;g;160.0;2072;?;123,85946580699323;13,029088457900968;160000.0;f;good
1398;a;50,08;12.54;u;g;aa;v;2.29;t;t;3;t;g;156.0;f;?;189,1274951292081;71,54738479046262;156000.0;f;good
1399;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,767655625796;22,088072218937533;320000.0;?;good
1400;b;35,17;25.125;u;g;x;h;1.625;t;t;t;t;g;515.0;500;?;136,12785657969476;140,22246247365476;515000.0;f;good
1401;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,88014442240055;117,04377137955518;f;f;good
1402;b;23,92;0.665;u;g;c;v;0.165;c;f;f;f;g;100.0;f;?;88,600603826454;2,947588352605254;100000.0;f;good
1403;b;35,17;25.125;u;g;x;h;1.625;t;t;t;t;g;515.0;500;?;136,12785657969476;140,22246247365476;515000.0;f;good
1404;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,60322800910814;64,2288561474397;f;f;good
1405;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,49323736302938;141,3182181791853;120000.0;f;good
1406;b;18,0;0.165;u;g;q;n;0.21;c;f;f;f;g;200.0;40;?;67,28915800427419;0,715048589573922;200000.0;f;good
1407;b;48,58;6.5;u;g;q;h;6.0;t;f;f;t;g;350.0;f;?;183,2290101900161;37,08885932269432;350000.0;f;good
1408;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,37702939896718;17,38405174210148;80000.0;f;good
1409;a;26,08;8.665;u;g;aa;v;1.415;t;f;f;f;g;160.0;150;?;97,36498224804417;47,08881791690664;160000.0;f;good
1410;b;24,83;2.75;u;g;c;v;2.25;t;t;6;f;g;?;600;?;91,15015080431874;16,99038149514617;?;?;good
1411;b;21,33;10.5;u;g;c;v;3.0;t;f;f;t;g;f;f;?;82,08646601747917;59,23722355940694;f;f;good
1412;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;?;70,38501832331119;2,7966645202880906;300000.0;f;good
1413;a;24,5;0.5;u;g;q;h;1.5;t;f;f;f;g;280.0;824;?;92,08407670672422;2,3173371593153314;280000.0;f;good
1414;b;23,25;1.5;u;g;q;v;2.375;t;t;3;t;g;f;582;?;87,44878912903197;8,89019872794423;f;f;good
1415;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492583572703;1,7196083330867018;80000.0;f;good
1416;b;19,42;6.5;u;g;w;h;1.46;t;t;7;f;g;80.0;2954;?;74,9693540592059;37,04829177644119;80000.0;f;good
1417;a;22,58;10.75;u;g;q;v;0.415;t;t;5;t;g;f;560;?;87,34685886543883;59,29976911234428;f;f;good
1418;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138008334;29,03614805393129;f;?;good
1419;b;56,0;12.5;u;g;k;h;8.0;t;f;f;t;g;24.0;2028;?;209,042710397625;70,0554336198232;24000.0;f;good
1420;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571828869653;5,843791547408116;510000.0;f;good
1421;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,73911513700635;12,709254344469436;370000.0;?;good
1422;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639044510382;48,49853299295595;164000.0;?;good
1423;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823971619673;16,819352810720726;100000.0;f;good
1424;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013179305;61,46330218467594;121000.0;f;good
1425;b;48,17;3.5;u;g;aa;v;3.5;t;f;f;f;s;230.0;f;?;179,37299597612244;22,69180346320544;230000.0;f;good
1426;b;56,75;12.25;u;g;m;v;1.25;t;t;4;t;g;200.0;f;?;210,75168837309715;69,34477153520153;200000.0;f;good
1427;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,13129798257751;83,4009201363878;f;f;good
1428;a;41,33;t;u;g;i;bb;2.25;t;f;f;t;g;f;300;?;156,577107673316;4,70468160482802;f;f;good
1429;b;48,08;6.04;u;g;k;v;0.04;a;f;f;f;g;f;2690;?;183,772559767657;34,30025724626518;f;?;good
1430;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,49323736302938;141,3182181791853;120000.0;f;good
1431;b;23,92;0.665;u;g;c;v;0.165;c;f;f;f;g;100.0;f;?;88,600603826454;2,947588352605254;100000.0;?;good
1432;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,33220278892787;14,672752886586965;204000.0;?;good
1433;b;40,58;5.0;u;g;c;v;5.0;t;t;7;f;g;f;3065;?;155,20379869751574;27,79798122096722;f;f;good
1434;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866025660004;5,467007746816746;f;f;good
1435;b;25,08;1.71;u;g;x;v;1.665;t;t;t;t;g;395.0;20;?;91,6043589853218;9,24847486334709;395000.0;?;good
1436;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,33220278892787;14,672752886586965;204000.0;f;good
1437;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633891869066;48,2672815946333;96000.0;f;good
1438;b;33,17;1.04;u;g;r;h;6.5;t;f;f;t;g;164.0;31285;?;124,96967169364886;3,789646828448663;164000.0;?;good
1439;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943448481;81,98861281599805;f;f;good
1440;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,35985957870301;6,246483733561204;396000.0;f;good
1441;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,93305594333833;58,65171979917443;f;f;good
1442;b;32,83;2.5;u;g;cc;h;2.75;t;t;6;f;g;160.0;2072;?;123,85946580699323;13,029088457900968;160000.0;?;good
1443;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;?;128,20309224156142;2,970301096184344;300000.0;f;good
1444;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,62809347340823;8,22641342857855;260000.0;f;good
1445;b;22,67;1.585;y;p;w;v;3.085;t;t;6;f;g;80.0;f;?;84,07003104715388;7,7981149737606685;80000.0;f;good
1446;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,92585909722858;52,51724107269955;381000.0;f;good
1447;a;49,83;13.585;u;g;k;h;8.5;t;f;f;t;g;f;f;?;187,89145552104085;77,05855369441598;f;f;good
1448;b;36,25;5.0;u;g;c;bb;2.5;t;t;6;f;g;f;367;?;140,59198497469785;28,043582781228793;f;f;good
1449;a;41,33;t;u;g;i;bb;2.25;t;f;f;t;g;f;300;?;156,577107673316;4,70468160482802;f;f;good
1450;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639044510382;48,49853299295595;164000.0;f;good
1451;b;27,67;13.75;u;g;w;v;5.75;t;f;f;t;g;487.0;500;?;100,0053692985915;77,86047519958755;487000.0;f;good
1452;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,34527961856327;35,66336266708667;200000.0;f;good
1453;b;37,33;6.5;u;g;m;h;4.25;t;t;12;t;g;93.0;f;?;138,3787739278114;36,094419181144865;93000.0;f;good
1454;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639044510382;48,49853299295595;164000.0;?;good
1455;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634409154;38,64918901704511;f;f;good
1456;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,73911513700635;12,709254344469436;370000.0;?;good
1457;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052457402;55,309304514869574;29000.0;f;good
1458;b;41,33;f;u;g;c;bb;15.0;t;f;f;f;g;f;f;?;156,81206522977067;1,2224367942778729;f;f;good
1459;a;46,67;0.46;u;g;cc;h;0.415;t;t;11;t;g;440.0;6;?;174,3666722840977;2,677512450373975;440000.0;?;good
1460;b;25,0;12.5;u;g;aa;v;3.0;t;f;f;t;s;20.0;f;?;94,1511837590753;70,13171065454735;20000.0;f;good
1461;b;44,0;2.0;u;g;m;v;1.75;t;t;2;t;g;f;15;?;167,10048507411062;11,104644830646329;f;f;good
1462;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,38312106454907;11,615096837206979;400000.0;f;good
1463;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,84201480139218;22,57894873992605;120000.0;f;good
1464;b;29,25;14.79;u;g;aa;v;5.04;t;t;5;t;g;168.0;f;?;111,06355733581307;81,85943363425491;168000.0;?;good
1465;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973228789142;61,92615625129616;80000.0;f;good
1466;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639044510382;48,49853299295595;164000.0;f;good
1467;b;48,75;8.5;u;g;c;h;12.5;t;t;9;f;g;181.0;1655;?;182,7146879857305;48,564146958847296;181000.0;f;good
1468;b;32,08;4.0;u;g;m;v;2.5;t;f;f;t;g;360.0;f;?;119,98390173447135;23,941817770121094;360000.0;f;good
1469;b;27,0;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902875807371;8,317887873620325;260000.0;?;good
1470;b;67,75;5.5;u;g;e;z;13.0;t;t;t;t;g;f;f;?;256,4968250040341;29,240145239432483;f;f;good
1471;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,37702939896718;17,38405174210148;80000.0;f;good
1472;b;41,42;5.0;u;g;q;h;5.0;t;t;6;t;g;470.0;f;?;159,63295615558684;26,81451721150068;470000.0;f;good
1473;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,46232472993958;1,2214139098536783;f;f;good
1474;b;54,42;0.5;y;p;k;h;3.96;t;f;f;f;g;180.0;314;?;207,17893766922535;2,3359460150977798;180000.0;?;good
1475;a;23,5;9.0;u;g;q;v;8.5;t;t;5;t;g;120.0;f;?;87,9698827127618;49,070137367262134;120000.0;f;good
1476;a;58,33;10.0;u;g;q;v;4.0;t;t;14;f;g;f;1602;?;220,44382090473053;53,408284876539476;f;f;good
1477;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,71282893055113;5,502009139465553;431000.0;f;good
1478;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634409154;38,64918901704511;f;f;good
1479;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050415938977;42,64896779590332;80000.0;f;good
1480;b;23,25;t;u;g;c;v;0.835;t;f;f;f;s;300.0;f;?;85,35035924259397;6,484371526263234;300000.0;f;good
1481;b;23,08;11.5;u;g;i;v;3.5;t;t;9;f;g;56.0;742;?;91,31205144457064;65,07993743366781;56000.0;f;good
1482;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,34032242630929;93,5298934215066;21000.0;f;good
1483;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,92585909722858;52,51724107269955;381000.0;f;good
1484;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;?;163,52490482152027;26,20066382086824;f;f;good
1485;a;38,25;6.0;u;g;k;v;t;t;f;f;t;g;f;f;?;144,84463478461262;35,101687163167654;f;f;good
1486;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163230655194;62,03126885379006;100000.0;f;good
1487;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526269624;3,4409965723577987;491000.0;?;good
1488;b;25,0;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968232182;62,172767761989064;200000.0;f;good
1489;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,46232472993958;1,2214139098536783;f;f;good
1490;b;23,25;4.0;u;g;c;bb;0.25;t;f;f;t;g;160.0;f;?;89,76743425687096;21,779188357438215;160000.0;f;good
1491;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,67757970516732;7,952429160232198;520000.0;f;good
1492;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866025660004;5,467007746816746;f;f;good
1493;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209308617;28,978292832389016;f;f;good
1494;b;23,08;2.5;u;g;c;v;1.085;t;t;11;t;g;60.0;2184;?;85,98802017870827;13,234652191263608;60000.0;?;good
1495;b;22,67;1.585;y;p;w;v;3.085;t;t;6;f;g;80.0;f;?;84,07003104715388;7,7981149737606685;80000.0;?;good
1496;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,16291777029285;8,04533772976642;100000.0;f;good
1497;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,62809347340823;8,22641342857855;260000.0;f;good
1498;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,39790409291706;32,246947816722006;399000.0;?;good
1499;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;?;65,91824806404536;123,44982498739293;450000.0;?;good
1500;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175296709533;51,157569794631755;60000.0;f;good
1501;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,07540313104926;15,757152885624487;f;f;good
1502;b;30,83;f;u;g;w;v;1.25;t;t;t;f;g;202.0;f;?;116,94256980957068;0,5787085579422866;202000.0;f;good
1503;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914677639187;5,452863111328432;333000.0;?;good
1504;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634409154;38,64918901704511;f;?;good
1505;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,35985957870301;6,246483733561204;396000.0;?;good
1506;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,16291777029285;8,04533772976642;100000.0;f;good
1507;b;36,67;3.25;u;g;q;h;9.0;t;f;f;t;g;102.0;639;?;137,20503976057304;18,72278355333971;102000.0;f;good
1508;b;67,75;5.5;u;g;e;z;13.0;t;t;t;t;g;f;f;?;256,4968250040341;29,240145239432483;f;?;good
1509;a;31,25;3.75;u;g;cc;h;0.625;t;t;9;t;g;181.0;f;?;114,781750102604;19,815963457796993;181000.0;f;good
1510;b;19,17;f;y;p;m;bb;f;c;f;f;t;s;500.0;t;?;71,0128454749627;0,2975556363051042;500000.0;f;good
1511;b;45,0;8.5;u;g;cc;h;14.0;t;t;t;t;g;88.0;2000;?;169,98177404202497;47,53953639482825;88000.0;f;good
1512;b;27,0;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902875807371;8,317887873620325;260000.0;f;good
1513;b;43,0;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,07359020219394;1,9783881556636098;100000.0;?;good
1514;?;24,5;12.75;u;g;c;bb;4.75;t;t;2;f;g;73.0;444;?;90,31758425998663;71,20047789567036;73000.0;f;good
1515;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,34527961856327;35,66336266708667;200000.0;f;good
1516;b;25,0;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968232182;62,172767761989064;200000.0;f;good
1517;b;27,0;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902875807371;8,317887873620325;260000.0;f;good
1518;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,34032242630929;93,5298934215066;21000.0;f;good
1519;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,35985957870301;6,246483733561204;396000.0;f;good
1520;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,73911513700635;12,709254344469436;370000.0;?;good
1521;b;47,67;2.5;u;g;m;bb;2.5;t;t;12;t;g;410.0;2510;?;179,4557426447716;12,718880714792292;410000.0;f;good
1522;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,55952422281956;53,25680125907663;f;f;good
1523;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,18935773730952;9,230494089007827;260000.0;f;good
